English	Chinese	Yang 2015 #	Proto-Ngwi	Bradley 1979 #	*Proto-Ni (Lama 2012)	*Proto-Lolo-Burmese (Matisoff)	*Burmese-Ngwi (Li Yongsui 2010)	PTB (Matisoff 2002)	ProtoLalo (Yang 2015)	PN Tone	PN Initial order	PN Initial type	Hani-Longwei	Hani-Qiepu	Hani-Luchun 	Haoni	Lahu Na	Ghomozo	Kuansi 	Lavu	Talu	Xuzhang	W-Shanglizhuo	Yangliu	C-Leba	CE-Yong'an	E-Diaocao	E-Houshan	E-Taoshu	Eka	S-Mangdi	C-Qingsheng	SE- Gaoping	C-Chajiang	C-Qingyun	C-Longjie	W- Yilu	W-Shuizhuping	W-Dutian	C-Wachang	Lisu	Luquan Lisu	Tengchong Lisu	Weixi Lisu	Yongsheng Lisu	C-Lolo	E-Lolo	Jinggu Limi	Limi	Lipo	Maang	Mondzi	Mongi	Alo	Kopo (Gepo)	Naso	Nasu	Luowu Nisu	Nipu	Nersu	Nise	Laowu Nisu	Noso	Narsu	Neshu	Nesu	Lope (Awu) (Chen 2010)	Lope (Awu) (YYFC 1983)	N. Nisu	S. Nisu	Lidim	Nuosu (Huang & Dai 1992)	Nosu (Xide)	Sodi	Senza	Yino	Axi	Azhe	Sani	Azha [aza] Pelkey 2011	Sanni (Sanie)	Phola [ypg]	Phuza [ypz]	Southern Muji [ymc]	Hlepho Phowa [yhl]	Kazhuo	Lawu-Xinping Shuitang Jiuha	Toloza
awake	醒 (睡醒)	580	*(C)-no²	767.1		nəw²; sow (PTB)	*nhohB	kruk	xa̠ᶫkʰɯ²				nø⁴²	nø⁵³	nø³¹	ȵi³¹	nɔ⁵³	ɕɛ⁵⁵ɕɛ⁵⁵		xu²¹tɕʰi²¹	xu²¹tsʰi²¹	xo³³	xa⁵³	han⁵⁵tə³³	xa̠²¹	xɑ̠²¹	xo⁴²tɕʰi²¹	xɔ̠²¹	xɔ̠²¹kʰɨ²¹	xo̠²¹loŋ⁵³	tʃɿ³³mɨ⁵⁵	xa̠²¹	xo⁵⁵do³³	xa²¹	ɦɛ⁵⁵xa̠²¹	xa̠²¹	xa⁵³	hã⁴⁵³	xoʔ⁴⁵	ha̠²¹	xuɑ⁵⁵tʃhi³¹					tʂu³³tʂʰu²¹	tsu³³tsʰu²¹	tu³³lu³³	se⁵⁵ / sə⁵⁵	xo⁵⁵ts'i²¹			no²¹	tɕʰɚ³³dʑɚ²¹	nɯ²¹	tʂʰi³³	tɕʰɚ³³		ʑi¹³ȵi⁵⁵	ʑi³³ȵy⁵⁵	nɯ⁵⁵	ɕi³³ɕɛ³³	ni³³	nɯ³³	nu³³	no³³	nɯ²¹		nɯ³³		i̱⁵⁵ȵi³³	i⁵⁵tu³³③;i⁵⁵ȵi³³①		i̱⁵⁵ȵy³³	i̱⁵⁵ȵi³³	i̱²⁵ȵi²²			tɕʰae²¹		ni⁵⁵					zɿ⁵³nv̩³¹	nəŋ²¹	tʂu⁵⁵tʂʰu⁵⁵
awaken	唤醒	581	*səno²	767.2		s-nəw², m-sow (PTB)			ku²xa̠ᶫ				kv̩³¹nø⁵⁵	kv̩²¹/kʰv̩²¹nø⁴⁴				kʰv̩⁵⁵ɕɛ⁵⁵ɕɛ⁵⁵				kɤ̪˞⁴⁴xo³³	qɤ̪²¹xa⁵³	kɤ̪²¹haŋ⁵⁵	n̩²¹	kə⁵⁵hɑ²¹	kɤ̪⁵⁵xo⁴²tɕʰi²¹	kɤ̪⁵⁵xɔ̠²¹	kɤ̪⁵⁵xɔ̠²¹kʰɨ²¹	ə²¹tu²⁴	ni²¹	kv̩⁵⁵xa̠²¹	ku²¹xo⁵⁵	kv̩⁵⁵xa²¹	kə⁵⁵xa̠²¹	iɛ̠²¹ə̃²¹	kv̩²¹hã⁵³	kv̩²¹hã⁴⁵³	kv̩²¹ho⁴⁵	kv̩⁵⁵ha̠²¹								ʔa³³tʂʅ³³	æ⁵⁵se⁵⁵																					ʔɤ̠⁵⁵nɯ³³										y³³kʰɛ²²		kʰɯ⁵⁵tʰi³¹	ɣə⁵⁵nɛ³³li⁵⁵	tɯ³³li³³	ɯ³³ta¹³		i²¹ku³³tu³³	
do (work)	做 (做工)	582		426.2	*mu¹		*lopD/*mhuA/*khotD		pe¹				m̩³⁵	tsɔ³⁴/m̩³⁴	ɔ⁵⁵	u⁵⁵	te³³	mv̩˞⁵⁵	mɨ̪⁵⁵, pi⁵⁵	mu⁵⁵	mu⁵⁵	mɤ̪⁴⁵³, pi⁴⁵³	pe²⁴	pai³³, m̩³³	pi⁵⁵	pi⁵⁵	mɤ̪⁵⁵	pi⁵⁵	m̩²⁴	mɨ³³dʑɛ²¹	mu⁵⁵	pi⁵⁵	pi⁴⁴	pi⁵⁵	pi⁵⁵,mʉ⁵⁵	pi⁵⁵	pi⁴⁴	pɛ²⁴	pi⁴⁴,mv̩²⁴	pi⁵⁵	ʒe⁴⁴							mu³³	mu²⁴		mu³⁵	mu¹³	mo¹³	mu²¹	mo³³	mu²¹	mu²¹		mu²¹	mu¹³	mo²¹	mu³³	mu²¹	mu²¹	mu²¹	mu²¹	mɯ²¹	mɯ̱²¹³	mu²¹		mu³³	pɑ⁵⁵/mu³³	mu³³	mu³³	mu³³	mu²²	mo³³	mo²²	mu³³		mu³³					m³³	za⁵⁵məŋ³³	mu²¹
labor; work	劳动	583	*mi(aw)² & *[kam]	426.3					mja²ni²ʔmu¹	2	5	*m	mo⁴²m̩³⁵	m̩³⁴	mjɔ³¹ɲe³¹ɔ⁵⁵, lɔ³¹tɔ²⁴		mə³¹vᴀ⁵³	miɔ³¹mv̩⁵⁵				ma²¹ɲi²¹mɤ̪⁴⁵³	mv̩²¹ni²¹mv̩²⁴	ma²¹ni²¹m̩⁴⁴	mu⁵⁵	mə⁵⁵, no̠²¹ə̃⁵⁵	mei²¹li²¹mɤ̪⁵⁵	ŋ̩̩⁵⁵	ma²¹ni²¹m̩²⁴	mɨ³³dʑɛ²¹	lo²¹mu⁵⁵	lo̠²¹m̩⁵⁵	mi²¹mɨ⁴⁴	lo̠²¹m̩⁵⁵	lo̠²¹mʉ⁵⁵	lo̠²¹ma²¹my⁵⁵	mi²¹ni²¹ŋv̩⁴⁴	ma²¹ni²¹mv̩⁴⁴	ma²¹ni²¹mv̩²⁴	lo̠²¹ma²¹mu⁵⁵	mi³¹ʒe³³							mi³³kɔ²¹	mæ²¹ni²¹mu²⁴																															nɨ²²mɞ²¹		nɔ³¹mu³³	nʌ³³mɯ³¹	nə²¹mu³³	nə³³mo²¹			
to plow	犁 (犁地)	584				nasal only in E	*mrahB		mjy²				kha⁴²	tsʰi⁵³	tshe³¹		mɛ³³	mo²¹		mu²¹	mu²¹	mo²¹	mv̩⁵⁵ma²¹	ma²¹	mɑ²¹	mi²¹	mia²¹	mu²¹	mu²¹	mo²¹	mo²¹ɛ³³	my²¹	mo²¹	mɑ²¹	mi²¹	ma²¹	mo²¹	ma²¹	mo²¹	mi²¹	mɑ³¹							mi³³mo²¹	mi²⁴mo²¹				ŋɔ⁴⁴	ŋu³³	ŋo²¹	ŋo³³	ŋo³³		ŋu³³	ŋu³³	gu³³		go³³	ŋo³³	no³³	no³³	gu³³		ŋo³³		mo³³			ŋɯ³³	mo³³	mo²²			ŋɑ²¹		ŋa²¹						za⁵⁵tʰa³³	mo³³
dig (a hole)	挖 (挖洞)	585	*m-du²	619			*duhB	s-k/go-t	kɛ̠ᶫ	L			pɤ⁴²	pɤ⁵³/tv̩⁵³	bɣ³¹	tv̩³¹	qɔ⁵³	kɛ⁴²	wa̠²¹	du²¹	du²¹	kɛ˞³³	qɛ˞⁵³	kɛ˞⁵³			kɛ⁴²	kɛ˞²¹	kɛ̠²¹	ka̠ʔ²¹	ka̰ʔ²¹		ki⁵⁵				ka⁵³	kɛ⁴⁵³	kɛ˞⁴⁵		du³¹					tɕæ̠⁵⁵	kɛ˞̠⁵⁵	ka̠⁵⁵		ka⁵⁵			ndo⁴⁴	ntʰu³³	do²¹	ndʰu³³	ndʰu³³	kɛ˞⁵⁵	ndu³³	ndu³³	du³³	kɛ¹³	ndu³³	kʰa̱²¹	kɚ̱²¹	kʰa̱²¹	dɯ³³		kɛ̠²¹	du³³	du³³	tsɿ⁵⁵		ndu³³	ndu³³	ndu²²			du²¹		du²¹					kɤ³⁵	tu²¹	kɛ³³
plant; grow	种	586		620		ka³, kay X gay			kʰa³				kha³¹	kʰa³⁴	ɕa³³			tɛ⁵⁵		ta⁵⁵	ta⁵⁵			kʰa³³	kʰɑ³³						kʰo³³	kʰɑ³³		kʰɑ³³	kʰa³³		kʰa³³	kʰa³³										kɔ²¹					ti¹³	tɔ³³	tɛ³³	tɔ³³	tǫ³³	ʂʅ⁵⁵mo³³tʰɤ⁵⁵	te³³	te¹³	tɛ³³		tɛ⁵⁴	tɛ⁵⁵	tɚ⁵⁵	tɛ⁵⁵	tɛ³³				tsi³³	tɕhi²¹		tsu³³	tsi³³	tsi̯²²			tae⁴⁴		tɚ³³						zu³³	tɛ³³
water	浇 (浇菜)	587			*ɣri¹	rəy¹			xy²				xo⁴²	pʰɛ⁵³	se³¹	pa³³ʃl³¹	pu¹¹	ɕo⁵⁵		xɯ²¹	xɯ²¹	xu²¹	xue²¹		pɛ²¹, ɕy²¹	hu²¹		xɨ²¹	xu²¹	xə²¹	xø²¹	xɨ²¹	xu²¹	ɕy²¹	ɕy̤²¹	ɕy²¹	ɕy²¹	ɸu²¹	ɸy²¹	ɸu²¹	thi³¹	ɑ³³dʑæ³³	ʑi³³dʒɑ⁴⁴	ẽ⁴⁴dʒɛ⁴⁴	ʑi³³dʑɛ⁴⁴			xɯ²¹	xɨ²¹		ɣei³³	ɔ³³	li²¹e²¹	ʂi²¹	xɯ⁵⁵	ɕe²¹	ʂi²¹	ji²¹ɕi³³	xɯ⁵⁵	ʈʰe³³	ɕe⁵⁵	tɕhʰu¹³	xɔ⁵⁵	ɕe²¹	ɕɪ²¹	ɕe²¹	ɕɪ²¹	ʑɪ²¹ʥə²¹			ʂa³³	ʂɑ³³	ʑɿ³³, e²¹tʂhɿ⁵⁵	ɕe³³	ʂa³³	ʂa²²	ʑi³³	ʐi²²ʨɪ̠³³	xɯ²¹		ʂi³³					sɛ³¹	səŋ³³	xɯ²¹
slice; cut	切 (切菜)	588	*ʔ-dökH	623.1			*ɣhuiA/*ʃhumA		tsʰe̠H				je³¹	jɛ⁵³	je³¹	ʒɿ³¹	sɔ⁵⁴	tshua³³	ɣɯ⁵⁵	ɣɤ⁵⁵	ɣɤ⁵⁵	tsʰai³³	tsʰai³³	tsʰai³³	da̠³³, tɕʰiɛ̠³³	dɛ˞³³	ɣə²⁴	dɛ˞³³	tɕʰi³³	su³³	su³³	da̠³³	dɛ³³	da̠³³	da̠³³	da̠³³	ʝyɛ²⁴	tsʰe³³	tsʰɛ⁴⁴	tsʰɛ̠³³, da̠³³	ɣo⁴⁴							ta³³	so⁵⁵				ɣu¹³	ɣɤ²¹	ɣɤ³³	ɣɛ²¹	ɣɤ²¹	sv̩²¹	ɣɤ²¹	ʑe²¹	ɣɤ²¹	ɕə⁵⁵	ɣɤ²¹	ɣɤ²¹	ɣɤ²¹	ɣɤ²¹	ɣɤ²¹		ʂu̠³³	dᴀ̠³³, su̠³³	ɣo³³	ɣo³³		ɣo³³	ɣo³³	ɣo²²			ɣɤ³³		ɣɯ³³					so³⁵	so²¹	ɣɤ²¹
slice; cut in half	切 (切苹果、西瓜)	589	*ʔ-brakH	623.1		*ʔ-brakᶫ, OR C-pratᶫ		be= break off a piece	bɛ²	L	14	*ʔ-b		jɛ⁵³								bɛ˞²¹	bɛ˞²¹	tsʰai³³	bɛ²¹	bæ²¹	bɛ²¹	bɛ˞²¹		bi²¹	bɛ²¹	bɛ̠²¹	bɛ²¹	bɛ²¹	bɛ²¹	bɛ²¹	liɛ⁴⁵³	bɛ²¹	bɛ˞²¹	bɑ²¹									kʰæ²¹																																							
split; chop; cleave	劈 (劈木柴)	590	*ʔ-brakH	618.2		m-tökᶫ	*dʒhĕkD/*khrahB		kʰjɛ²				tʃhɤ⁴²	tsʰɤ⁵³	tsɣ̠³¹	tʃhɤ³¹	bᴀ²¹	kʰɛ²¹	kʰua²¹	kʰɑ²¹	kʰɑ²¹	kʰɛ˞²¹	qʰɛ˞²¹	kʰɛ˞²¹	kʰɛ²¹	kʰɛ²¹	kʰɛ²¹	kʰɛ˞²¹	kʰɛ²¹	kʰɛ²¹	kʰɛ²¹	kʰɨ²¹	kʰi²¹	tɕʰɛ²¹	kʰɛ̤²¹	cʰɛ̤²¹	kʰiɛ²¹	kʰe²¹	kʰɛ˞²¹	kʰɛ²¹	khɯ³¹					tɕʰæ²¹	kʰɛ²¹	pe²¹	bɛ²¹	tʰa̱³³			tɕa⁴⁴	xɚ³³	kʰa²¹	xɯ³³	xɚ³³	si̠²kʰɛ˞³³	xɤ³³	kʰe³³	kʰɛ³³	kʰɛ⁵⁵	xɛ³³	kʰɛ³³	kʰɚ³³	kʰɛ³³	kʰɛ³³		khE³³		dzɪ̱³³	ndze³³		ndzɪ̱³³	ndzɪ̱³³	ndzɪ̱²²			tɕʰɛ²¹		tɕʰi⁵⁵					pho³⁵	kʰə³³	tʂʰɛ̱³³
chop (down)	砍 (砍树)	591	*m-cikH	618.1	*khwet¹, *ʣiʔL	sikH ~ siŋH	*dotD/*khutD/*thokD/*thuA		kʰe̠H	H	10	*m-p	tɤ⁴²	tɤ³⁴/tʰv̩³⁴	dɣ̠³³	thv̩⁵⁵	thu³³	tɛ³³	kʰa³³	kʰɤ³³	tʂʰi⁵⁵	kʰai³³	qʰe⁵⁵	kʰɛi⁵³	kʰiɛ̠³³	kʰɛ̠³³	kʰei³³,tsʰɿ⁵⁵	kʰɛ˞³³	dɛ³³	da̠ʔ³³	da̠³³	kʰa³³	tsʰɿ⁴⁴	kʰa³³	kʰɛ̠³³	cʰæ̠³³	da⁴⁴	kʰai⁴⁴	kʰe⁴⁴	kʰiɛ̠³³	khɯ³⁵							tʂʰʅ³³	tʂʰʅ⁵⁵		phui³³	tie⁴⁴	ti⁴⁴e⁴⁴	tɕʰi̱²¹	dʑi̱³³	mbʰe̱²¹	tɕʰi̱²¹	tʂʰʅ̠²¹	tʰɔ³³	dzɪ³³	dzi̱³³	tsʰɿ²¹	dɛ⁵⁴	dʑi̱³³	dʑi̱³³	dʑi̱³³	dze³³i³³	ʣei³³	dzɿ̠³³	dʑi̠³³	dʑo̱³³	khe³³	khe³³, ʣi⁵⁵	dʑo̱³³	dʑo̱³³	dʑo̱²²	ʣi̠³³	ʣi̠²²	dzi⁴⁴		tʂe̱²¹					tsi⁵³	pʰi⁵⁵	kʰi³³
cut (reap)	割 (割稻)	592	*ritL	622		*ri:tL			ɣi̠ᶫ	L	7	*l	je⁴²	jɛ⁵³	je³¹	ʒɿ³¹	ɣə²¹	zɿ⁴²		ʑi̱²¹	ʑi̱²¹	ɣɨʔ³³	ɣɨ⁵³	ɣɨ⁵³	ɣɨ̠²¹	ʔɨ̠²¹	ʝi⁴²	ʔɨ̠²¹	ɣɨ̠²¹	tɕʰɛ²¹	ɣɨʔ²¹	ɣɨ̠²¹	ə̠²¹	ɣɨ˞̠²¹	ɣɨ̠²¹	ɣɨ̠²¹	ɣɨ⁴⁵³	ɣɨʔ⁴⁵³	ɣɨ⁴⁵	ɣɨ̠²¹	ɣɯ⁴¹							tsʰɐ²¹	tsʰæ²¹				ɣi⁴⁴	tɕʰɚ⁵⁵	tsʰa̱³³	tsʰɔ⁵⁵	tsʰǫ⁵⁵	tshe²¹tshɔ⁵⁵	ɣe¹³	dʑo¹³	ʑi̱²¹	ʑi¹³	xɔ²¹	tsʰɛ²¹	tʂʰɚ²¹	tsʰɛ²¹	ɣɯ³³				tʂɯ³³	ʑɿ⁵⁵		tʂɯ³³	tʂɯ³³	tʂɯ²²			kɤ⁴⁴		ɣɯ³³					ji⁵³	ɣə²¹	ʑi̱²¹
whittle	削	593	*di¹/³	747			*khlunA		tʃʰo̠H					tsʰɿ⁵³	pje̱³³	sɿ̠³³		ɕo³³				tʂʰu³³	tʂʰu³³	ɕu⁵³	tʂʰo̠³³	ɕuɛ⁵⁵	ɕu³³	tsʰɔ³³	tsʰu³³	tsʰu³³	pu⁵⁵	ɕue²⁴	tsʰo³³	xu²¹	tʂʰo̠³³	tʂʰo̠³³	ɕo³³	tʂʰu⁴⁴	tʂʰu⁴⁴	ɕo²⁴								xɔ²¹	bɛ²¹									tʂʰu̠²¹											tshʅ̠²¹			tɕi³³/tɕhɿ⁵⁵								ʦʰɨ²²		tʂʰɔ̠³¹	xʌ⁵⁵	do¹³	ⁿdɮɛ⁵⁵	ɕo³¹	ti³³	
stab	刺	594	*m-gya/gay²	705					dʒe̠ᶫ	2	2	*mb	a³¹kã³¹	a²²kɔ³³	a⁵⁵gɔ³³	tsho³³nɔ⁵⁵		tʰv̩˞⁵⁵							dʑiɛ̠²¹		dzɿ⁴²			dʑi̠²¹		dʑi̠ɛ²¹	dʑi²¹															a³³tɕi⁵⁵	to³³									dzɯ⁵⁵				dʑə¹³							ᴀ⁵⁵dʐɤ²¹	dzɤ²¹		ŋɡu⁵⁵								ʨy²²		tʂʰu̠²³	ɛ³³ʣɛ³³	ʣə²¹	ʣə³³bi³³		ɕi³³	
pull up; pull out	拔 (拔草)	595					*tʃekD/*nutD		tʃi̠H				ɣɤ⁴²	ɣɤ³⁴	ɣɣ³³	ɣɯ³³/tʃhɿ̠³³①	ɣɔ³¹	tsɿ̠³³		tʂi̱³³	tʂi̱³³	tʂʅ³³	tʂʅ⁴⁴		tɕi̠³³	tsɿ³³	tsɿ³³	tɕa⁵⁵	ga²⁴		tɕi̠⁵⁵	tsɿ³³	tsɿ³³		tʂʅ̠³³	tʂʅ̠³³	tʂʅ⁴⁴	tʂʅ⁴⁴	tʂʅ⁴⁴, ɣa²⁴	tʂʅ̠³³	tʃɿ³⁵							kɔ³³	mo²¹				tɕi⁴⁴	tʂi̱²¹	tɕi̱³³	tɕi̱²¹	tʂi̱²¹	tɕi̠²¹	tse³³	tʂi³³	tɕi̱³³	tsɿ⁵⁵	tɕi⁵⁴	tɕi̱³³	tsi̱³³	tɕi̱³³	tɕi̱³³		tsɿ̠³³	tɕi̠³³	tʂi̱³³	tʂɿ̠³³		tʂi̱³³	tʂi̱³³	tʂi̱²²			tɕi⁴⁴		tʂi̱⁵¹					tsɿ³⁵	ko³³	tʂi̱³³
graze; herd (a flock)	放牧	596	*ʔ-lokᶫ		*tloʔL, *ploʔL	NkakH ~ ʔkakH; ʔ-klakH/glakH	*l̥ŏkD		ʔlo̠ᶫ	L	19	*ʔl	ɬu⁴²	lu⁵³	lu̠³¹	fv̩³³	phɛ⁵³	ʔi⁵⁵		dʐu²¹kʰa³³lo̱²¹	dʐu²¹kʰa³³lo̱²¹	lu̠³³	lu⁵³	i³³	lo̠²¹	lo̠²¹	lu⁴²	lɔ̠²¹	lu̠²¹	luʲ²²i³³, luʲ²⁴	luɛ̠³³	lo̠²¹	lo⁵⁵ɛ⁵⁵	lo̠²¹	lo̠²¹	ʔlo̠²¹	lo⁴⁵³	lu⁴⁵³	lu⁴⁵	lo̠²¹	lo⁵⁵					tɕe²¹ni²¹lu⁵⁵	ni²¹lo⁵⁵	tʂə²¹lo̠⁵⁵	lo⁵⁵	ti̱²²lo⁵⁵	tɑŋ³⁵	phie⁴⁴	ɬu⁵³	ɬu̱⁵⁵	ɬu̱²¹	ɬu̱⁵⁵	ɬo̱⁵⁵	ȵi³³ɬu̠⁵⁵	ɬɔ¹³	ɬe¹³	ɬu̱²¹	dzi⁵⁵xu¹³	ɬu²	ɬu̱²¹	ɬu̱²¹	ɬu̱²¹	ɬu̱⁵⁵	thɯ̱²¹	ɬu̠²¹		ɬu̱⁵⁵	dʐɯ³³ɬu⁵⁵	(dʐɯ³³)ɬu⁵⁵	ɬu̱⁵⁵	ɬu̱⁵⁵	ɬu̱²⁵	lu̱⁵⁵	ɬɯ⁵⁵	ɬo⁵⁵	lɯ̠⁴⁵	ɬo̱⁵⁵	lɔ³¹	ɬɯ⁵⁵	ɬo²¹lə³³	ɬo³³	lo³⁵	lu³³	lo̱²¹
raise animals	饲养	597	*m-yu¹	725	*hoŋ¹				hu¹	1	7	*m-l	tɕv̩³¹	tɕʰv̩³⁴	tɕhu³³	tʃhv̩³³		ɕu⁵⁵				ʂu⁵⁵	tʂa⁵³	su³³		hu⁵⁵	fɤ̪⁵⁵kɛ³³	hɔ⁵⁵	ha⁵⁵	fv̩²⁴ta³³	xu⁵⁵	hv̩⁵⁵	tso⁵⁵	hu⁵⁵	hə⁵⁵	ʂu⁵⁵	tʂa⁵³	ʂu³³	tʂo⁴⁵	hv̩⁵⁵								fu³³	hõ²⁴		taŋ³⁵	ɕu¹³						vɑ̠⁵⁵tse³³										hʉ̱̃²¹³	tiɛ⁵⁵			ho³³	ho³³				xo³³	xo²²		xɞ²¹		tiɛ³¹	ŋɯ³¹	vɯ³³	ɣo²¹	fv̩³³	zu⁴⁵	
lead along	牵 (牵牛)	598			*si²		*ʃheʔC/*ʃhaA/*tshiŋA/*ʃhuaihB		si³				tshɯ³⁵	tsʰɯ³⁴	tshɿ⁵⁵	tshɿ⁵⁵	sɛ³³	sɿ³³		si³³	si³³	sɿ³³	sɿ³³	gu³³	sɿ³³	sɿ³³	ɕi³³	ɕi³³	sɿ³³	xi̠ʔ³³	tɕi³³xɛ³³	ɕi³³	ɕi³³	ɕi³³	sɿ³³	sɿ³³	ɕi³³	sɿ³³	ɕi³³	sɿ³³	sɿ⁴⁴							ɕɪ³³/ʃɪ³³	si³³ / ɕi³³		sɯn⁵⁵	fi⁴⁴	fi⁴⁴	si²¹	sɛ³³	si²¹	si²¹	sɛ˞²¹	ɕe²¹	se¹³	sɛ²¹	kʰe⁵⁵	sɛ²¹	sɛ²¹	ʂɚ²¹	sɛ²¹	sɛ²¹	sæ̱˞²¹	sE²¹		sɪ²¹	si²¹/ŋɡo³³	si²¹	sɪ²¹	sɪ²¹	sɪ⁴²	sɛ³³	sɛ²²	si³³		ɕi³³					sɤ³³	ko³³	si³³
buy	买	599	*way¹	603	*ŋgwɯ¹	way¹	*ʔhuaiA		vɛ¹	1	7	*l	ɯ³⁵	ɯ³⁴	ɣɤ⁵⁵	v̩⁵⁵	və³¹	vɛ²⁴	wa⁵⁵	vɑ⁵⁵	vɑ⁵⁵	ɣɛ˞²⁴	vɛ˞²⁴	vɛ˞³³	vɛ⁵⁵	vɛ²⁴	vɛ²⁴	vɛ²⁴	ɛ²⁴	vɛ²⁴	vɛ⁵⁵	vɛ⁵⁵	vɛ⁴⁴	vɛ⁵⁵	vɛ⁵⁵	vɛ⁵⁵	vɛ²⁴	vɛ²⁴	ɣɛ˞²⁴	vɛ⁵⁵	vu³³					və³³ / vɛ³³	vɛ³³	va³³	væ²⁴	və³³	vɯi³³	vei¹³	vi¹³	vɔ²¹	vɛ³³	vɔ²¹	vǫ²¹	vɔ²¹	ve²¹	ve²¹	vɛ²¹	vɛ²¹	vɛ²¹	vɛ²¹	vɚ²¹	vɛ²¹	vɛ²¹	væ˞²¹³	vE²¹	vɛ²¹	vi³³	vɿ³³	vɿ³³	vi³³	vi³³	vi²²	va³³	vɛ²²	vae³³	va²¹	vɚ³³	v̩³³	vɛ³¹	vi³³	vi²¹	vɤ³²³	vu³³	vɛ³³
sell	卖	600	*(k) -rwaŋ²	604	*ɣwɔŋ²		*GhroŋhB		vo²	2	20	*k- l	ã⁴²	ɔ⁵³	ɔ³¹	u³¹	xɔ⁵³	ɣv̩˞²¹	vɨ̪²¹	vu̪²¹	vu²¹	vv̩˞²¹	vv̩²¹	vv̩²¹	vv̩²¹		ɣʷɔ²¹	ɤ̪˞²¹	vv̩²¹	vv̩²¹	vu²¹, vuŋ²⁵	u²¹	ɣʷo²¹	vv̩²¹	a̤²¹	v̩²¹	vv̩²¹	ɣo²¹	vv̩²¹	ɣo²¹	vu³¹					vu²¹	və²¹	vu²¹	vu²¹	vu³¹	ɣoŋ³⁵	ɣoŋ²¹	ɣo²¹	vu⁵⁵	vu²¹	vu⁵⁵	vu⁵⁵	vv̩⁵⁵	vu⁵⁵	ɣu⁵⁵	vo⁵⁵	ŋu¹³	vu⁵⁵	ɣo²¹	ɣo²¹	ɣo²¹	vo²¹	vo̱²¹	ɣo²¹	ɣo²¹	vu²¹	vu²¹	vu²¹	vu²¹	vu²¹	vu⁴²	vu²¹	ɣo²¹	vu²¹	ɣœ³³	vu²¹	xɔ̠³¹	vɯ³³	vɯ²¹	ɣɔ³³	ŋ³¹	ŋ̩²¹	ɣɤ⁵⁵
count (number)	数 (数东西)	601	*(k)-raw¹	671.1	*ɣwɯ²		*xhruiʔC/*ŋ̊apD		ɣo³	1	7	*l	kɤ³¹	kɤ³⁴	ɡɯ³³	l̥i³³	ɣɔ³³	zɿ²⁴	vɨ̪³³	vu³³	vu³³	vv̩˞²⁴ʔĩ⁴⁵³					ɣə³³	ɣɨ³³	vv̩³³	ɣɨ³³			ɣɨ³³								vu³³					ɣɯ³³	ɣɯ³³	ɣɯ³³	vɨ³³	və³³	ɣəu⁵⁵		ɣo¹³	ɣɯ²¹	ɣɯ³³	ɣɯ²¹	ɣɯ²¹	ɣɯ²¹	ɣɯ²¹	ʑy²¹	ɣɯ²¹	ɣɯ²¹	ɣɯ²¹	ɣɯ²¹	ɣɯ²¹	ɣɯ²¹	ɣɯ²¹	su̱²¹³	ɣɤ²¹		vu²¹	vu²¹	vu²¹	vu²¹	vu²¹	vu⁴²	ɣɯ³³	vu²²	ɣɯ³³		vu³³					v̩³³	kʰa³³ma³³	vu²¹
teach	教	602	*s-ma²	721	*smaʔL	ʔ-ma¹/²	*m̥ăkD	maʔɲ	ʔma²	2	16	*s-m	me⁴²	mɛ⁵³	me³¹	mɛ³¹	mᴀ¹¹	mu²¹	ʔmua²¹	mu̱²¹	mu̱²¹	mo²¹	ma²¹			ma²¹	mɔ²¹	mu²¹	mu²¹	mo³³ɛ̠²¹	mo²¹		mu⁵⁵ɣɨ²¹		ʔma̤²¹	ʔma²¹		ma⁴⁵³			mɑ⁵⁵					mo⁵⁵	mo⁵⁵	mɯ⁵⁵kɯ⁵⁵	mu⁵⁵	mɤ⁵⁵	ma⁵⁵	mɔ⁴⁴	mɔ⁵³	mu̱⁵⁵	mo̱²¹	mo̱⁵⁵	mo̱⁵⁵		mu¹³	mu¹³	mo̱²¹	mɔ¹³	mɔ²	mo̱²¹	mo̱²¹	mo̱²¹	mo̱⁵⁵	mo⁵⁵	mo̠²¹		m̥a̱⁵⁵	m̥ɑ⁵⁵	m̥a⁵⁵	ma̱⁵⁵	m̥a̱⁵⁵	m̥a̱²⁵	mu⁵⁵	mo⁵⁵	mɑ²	mɨ̠⁴⁵	mo̱⁵⁵	mɑ³³	mʌ³³	ma²¹	ma³³	ma⁵⁵		mo̱³³
